"DateTime";"Temp.buffer Midden [Warmtapwater bwdl Geel] [°C]"
"2023-01-16 00:00:00";53,4
"2023-01-16 00:08:00";53,4
"2023-01-16 00:16:00";53,3
"2023-01-16 00:24:00";53,3
"2023-01-16 00:32:00";53,2
"2023-01-16 00:40:00";53,2
"2023-01-16 00:48:00";53,2
"2023-01-16 00:56:00";53,1
"2023-01-16 01:04:00";53,1
"2023-01-16 01:12:00";53
"2023-01-16 01:20:00";53
"2023-01-16 01:28:00";53
"2023-01-16 01:36:00";52,5
"2023-01-16 01:44:00";51,9
"2023-01-16 01:52:00";51,7
"2023-01-16 02:00:00";51,7
"2023-01-16 02:08:00";51,7
"2023-01-16 02:16:00";51,6
"2023-01-16 02:24:00";51,5
"2023-01-16 02:32:00";51,5
"2023-01-16 02:40:00";51,4
"2023-01-16 02:48:00";51,3
"2023-01-16 02:56:00";51,3
"2023-01-16 03:04:00";51,3
"2023-01-16 03:12:00";51,2
"2023-01-16 03:20:00";51,1
"2023-01-16 03:28:00";51,1
"2023-01-16 03:36:00";50,5
"2023-01-16 03:44:00";49,1
"2023-01-16 03:52:00";47,1
"2023-01-16 04:00:00";45,6
"2023-01-16 04:08:00";47,1
"2023-01-16 04:16:00";53,8
"2023-01-16 04:24:00";57,6
"2023-01-16 04:32:00";57,5
"2023-01-16 04:40:00";57,2
"2023-01-16 04:48:00";57
"2023-01-16 04:56:00";56,8
"2023-01-16 05:04:00";56,5
"2023-01-16 05:12:00";56,4
"2023-01-16 05:20:00";56,4
"2023-01-16 05:28:00";56,4
"2023-01-16 05:36:00";56,4
"2023-01-16 05:44:00";56,4
"2023-01-16 05:52:00";56,4
"2023-01-16 06:00:00";56,4
"2023-01-16 06:08:00";56,3
"2023-01-16 06:16:00";56,3
"2023-01-16 06:24:00";56,3
"2023-01-16 06:32:00";56,3
"2023-01-16 06:40:00";56,2
"2023-01-16 06:48:00";56,2
"2023-01-16 06:56:00";56,2
"2023-01-16 07:04:00";56,2
"2023-01-16 07:12:00";56,1
"2023-01-16 07:20:00";56,8
"2023-01-16 07:28:00";57,6
"2023-01-16 07:36:00";57,9
"2023-01-16 07:44:00";58,1
"2023-01-16 07:52:00";58,4
"2023-01-16 08:00:00";58,8
"2023-01-16 08:08:00";61,3
"2023-01-16 08:16:00";63,4
"2023-01-16 08:24:00";64,5
"2023-01-16 08:32:00";65,2
"2023-01-16 08:40:00";65,7
"2023-01-16 08:48:00";65,8
"2023-01-16 08:56:00";65,8
"2023-01-16 09:04:00";65,9
"2023-01-16 09:12:00";65,9
"2023-01-16 09:20:00";65,9
"2023-01-16 09:28:00";65,7
"2023-01-16 09:36:00";65
"2023-01-16 09:44:00";64,7
"2023-01-16 09:52:00";64,7
"2023-01-16 10:00:00";64,7
"2023-01-16 10:08:00";64,7
"2023-01-16 10:16:00";64,3
"2023-01-16 10:24:00";63,6
"2023-01-16 10:32:00";63,5
"2023-01-16 10:40:00";63,4
"2023-01-16 10:48:00";63
"2023-01-16 10:56:00";62,2
"2023-01-16 11:04:00";62,2
"2023-01-16 11:12:00";61,7
"2023-01-16 11:20:00";60,6
"2023-01-16 11:28:00";59,5
"2023-01-16 11:36:00";58,6
"2023-01-16 11:44:00";57,9
"2023-01-16 11:52:00";57,7
"2023-01-16 12:00:00";61,7
"2023-01-16 12:08:00";65
"2023-01-16 12:16:00";66
"2023-01-16 12:24:00";66,7
"2023-01-16 12:32:00";66,9
"2023-01-16 12:40:00";67
"2023-01-16 12:48:00";67
"2023-01-16 12:56:00";67
"2023-01-16 13:04:00";67
"2023-01-16 13:12:00";67
"2023-01-16 13:20:00";67
"2023-01-16 13:28:00";67
"2023-01-16 13:36:00";66,9
"2023-01-16 13:44:00";66,9
"2023-01-16 13:52:00";65,6
"2023-01-16 14:00:00";64,4
"2023-01-16 14:08:00";64,1
"2023-01-16 14:16:00";63,8
"2023-01-16 14:24:00";62,7
"2023-01-16 14:32:00";61,7
"2023-01-16 14:40:00";60,6
"2023-01-16 14:48:00";59,7
"2023-01-16 14:56:00";59
"2023-01-16 15:04:00";58,3
"2023-01-16 15:12:00";58,1
"2023-01-16 15:20:00";60,6
"2023-01-16 15:28:00";63,3
"2023-01-16 15:36:00";64
"2023-01-16 15:44:00";64,3
"2023-01-16 15:52:00";64,5
"2023-01-16 16:00:00";64,6
"2023-01-16 16:08:00";64,6
"2023-01-16 16:16:00";64,6
"2023-01-16 16:24:00";64,6
"2023-01-16 16:32:00";64,6
"2023-01-16 16:40:00";64,6
"2023-01-16 16:48:00";64,3
"2023-01-16 16:56:00";63,9
"2023-01-16 17:04:00";63,9
"2023-01-16 17:12:00";63,9
"2023-01-16 17:20:00";63,7
"2023-01-16 17:28:00";63,3
"2023-01-16 17:36:00";63,3
"2023-01-16 17:44:00";63,3
"2023-01-16 17:52:00";63,3
"2023-01-16 18:00:00";63,2
"2023-01-16 18:08:00";63,2
"2023-01-16 18:16:00";63,2
"2023-01-16 18:24:00";63,1
"2023-01-16 18:32:00";63,1
"2023-01-16 18:40:00";63,1
"2023-01-16 18:48:00";63,1
"2023-01-16 18:56:00";63,1
"2023-01-16 19:04:00";63
"2023-01-16 19:12:00";63
"2023-01-16 19:20:00";63
"2023-01-16 19:28:00";63
"2023-01-16 19:36:00";63
"2023-01-16 19:44:00";62,9
"2023-01-16 19:52:00";62,9
"2023-01-16 20:00:00";62,9
"2023-01-16 20:08:00";62,9
"2023-01-16 20:16:00";62,9
"2023-01-16 20:24:00";62,8
"2023-01-16 20:32:00";62,8
"2023-01-16 20:40:00";62,8
"2023-01-16 20:48:00";62,8
"2023-01-16 20:56:00";62,8
"2023-01-16 21:04:00";62,7
"2023-01-16 21:12:00";62,7
"2023-01-16 21:20:00";62,7
"2023-01-16 21:28:00";62,7
"2023-01-16 21:36:00";62,6
"2023-01-16 21:44:00";62,6
"2023-01-16 21:52:00";62,6
"2023-01-16 22:00:00";62,6
"2023-01-16 22:08:00";62,5
"2023-01-16 22:16:00";62,5
"2023-01-16 22:24:00";62,5
"2023-01-16 22:32:00";62,5
"2023-01-16 22:40:00";62,4
"2023-01-16 22:48:00";62,4
"2023-01-16 22:56:00";62,4
"2023-01-16 23:04:00";62,4
"2023-01-16 23:12:00";62,4
"2023-01-16 23:20:00";62,4
"2023-01-16 23:28:00";62,4
"2023-01-16 23:36:00";62,4
"2023-01-16 23:44:00";62,3
"2023-01-16 23:52:00";62,3
"2023-01-17 00:00:00";62,3
"2023-01-17 00:08:00";62,3
"2023-01-17 00:16:00";62,3
"2023-01-17 00:24:00";62,2
"2023-01-17 00:32:00";62,2
"2023-01-17 00:40:00";62,2
"2023-01-17 00:48:00";62,2
"2023-01-17 00:56:00";62,2
"2023-01-17 01:04:00";62,1
"2023-01-17 01:12:00";62,1
"2023-01-17 01:20:00";62,1
"2023-01-17 01:28:00";62,1
"2023-01-17 01:36:00";62
"2023-01-17 01:44:00";62
"2023-01-17 01:52:00";62
"2023-01-17 02:00:00";62
"2023-01-17 02:08:00";62,1
"2023-01-17 02:16:00";62
"2023-01-17 02:24:00";62
"2023-01-17 02:32:00";62
"2023-01-17 02:40:00";62
"2023-01-17 02:48:00";62
"2023-01-17 02:56:00";61,9
"2023-01-17 03:04:00";61,8
"2023-01-17 03:12:00";61,6
"2023-01-17 03:20:00";61,6
"2023-01-17 03:28:00";61,6
"2023-01-17 03:36:00";61,5
"2023-01-17 03:44:00";61,5
"2023-01-17 03:52:00";61,4
"2023-01-17 04:00:00";61,4
"2023-01-17 04:08:00";61,5
"2023-01-17 04:16:00";61,4
"2023-01-17 04:24:00";61,4
"2023-01-17 04:32:00";61,4
"2023-01-17 04:40:00";61,4
"2023-01-17 04:48:00";61,4
"2023-01-17 04:56:00";61,3
"2023-01-17 05:04:00";61,4
"2023-01-17 05:12:00";61,5
"2023-01-17 05:20:00";61,5
"2023-01-17 05:28:00";61,4
"2023-01-17 05:36:00";61,4
"2023-01-17 05:44:00";61,4
"2023-01-17 05:52:00";61,4
"2023-01-17 06:00:00";61,4
"2023-01-17 06:08:00";61,3
"2023-01-17 06:16:00";61,3
"2023-01-17 06:24:00";61,2
"2023-01-17 06:32:00";61,2
"2023-01-17 06:40:00";61,2
"2023-01-17 06:48:00";61,1
"2023-01-17 06:56:00";61,1
"2023-01-17 07:04:00";61,1
"2023-01-17 07:12:00";60,6
"2023-01-17 07:20:00";59,2
"2023-01-17 07:28:00";58,4
"2023-01-17 07:36:00";58
"2023-01-17 07:44:00";57,8
"2023-01-17 07:52:00";57,5
"2023-01-17 08:00:00";57,2
"2023-01-17 08:08:00";57,1
"2023-01-17 08:16:00";57,6
