"DateTime";"Aanvoertemperatuur [Warmtapwater bwdl Geel] [°C]"
"2023-01-30 00:00:00";25,89
"2023-01-30 00:01:00";25,9
"2023-01-30 00:02:00";25,91
"2023-01-30 00:03:00";25,92
"2023-01-30 00:04:00";25,94
"2023-01-30 00:05:00";25,95
"2023-01-30 00:06:00";25,97
"2023-01-30 00:07:00";25,98
"2023-01-30 00:08:00";25,99
"2023-01-30 00:09:00";25,99
"2023-01-30 00:10:00";25,99
"2023-01-30 00:11:00";26,01
"2023-01-30 00:12:00";26,02
"2023-01-30 00:13:00";26,02
"2023-01-30 00:14:00";26,03
"2023-01-30 00:15:00";26,03
"2023-01-30 00:16:00";26,03
"2023-01-30 00:17:00";26,03
"2023-01-30 00:18:00";26,06
"2023-01-30 00:19:00";26,07
"2023-01-30 00:20:00";26,07
"2023-01-30 00:21:00";26,07
"2023-01-30 00:22:00";26,09
"2023-01-30 00:23:00";26,1
"2023-01-30 00:24:00";26,1
"2023-01-30 00:25:00";26,11
"2023-01-30 00:26:00";26,12
"2023-01-30 00:27:00";26,13
"2023-01-30 00:28:00";26,13
"2023-01-30 00:29:00";26,14
"2023-01-30 00:30:00";26,15
"2023-01-30 00:31:00";26,15
"2023-01-30 00:32:00";26,15
"2023-01-30 00:33:00";26,15
"2023-01-30 00:34:00";26,16
"2023-01-30 00:35:00";26,16
"2023-01-30 00:36:00";26,17
"2023-01-30 00:37:00";26,18
"2023-01-30 00:38:00";26,18
"2023-01-30 00:39:00";26,2
"2023-01-30 00:40:00";26,2
"2023-01-30 00:41:00";26,22
"2023-01-30 00:42:00";26,22
"2023-01-30 00:43:00";26,22
"2023-01-30 00:44:00";26,24
"2023-01-30 00:45:00";26,23
"2023-01-30 00:46:00";26,25
"2023-01-30 00:47:00";26,26
"2023-01-30 00:48:00";26,26
"2023-01-30 00:49:00";26,27
"2023-01-30 00:50:00";26,28
"2023-01-30 00:51:00";26,29
"2023-01-30 00:52:00";26,31
"2023-01-30 00:53:00";26,32
"2023-01-30 00:54:00";26,34
"2023-01-30 00:55:00";26,34
"2023-01-30 00:56:00";26,35
"2023-01-30 00:57:00";26,35
"2023-01-30 00:58:00";26,37
"2023-01-30 00:59:00";26,38
"2023-01-30 01:00:00";26,39
"2023-01-30 01:01:00";26,4
"2023-01-30 01:02:00";26,41
"2023-01-30 01:03:00";26,4
"2023-01-30 01:04:00";26,4
"2023-01-30 01:05:00";26,42
"2023-01-30 01:06:00";26,43
"2023-01-30 01:07:00";26,43
"2023-01-30 01:08:00";26,44
"2023-01-30 01:09:00";26,44
"2023-01-30 01:10:00";26,45
"2023-01-30 01:11:00";26,46
"2023-01-30 01:12:00";26,47
"2023-01-30 01:13:00";26,48
"2023-01-30 01:14:00";26,49
"2023-01-30 01:15:00";26,49
"2023-01-30 01:16:00";26,49
"2023-01-30 01:17:00";26,5
