"DateTime";"Temp.buffer Midden [Warmtapwater bwdl Geel] [°C]"
"2023-01-23 00:00:00";52,9
"2023-01-23 00:08:00";52,8
"2023-01-23 00:16:00";52,8
"2023-01-23 00:24:00";52,8
"2023-01-23 00:32:00";52,7
"2023-01-23 00:40:00";52,7
"2023-01-23 00:48:00";52,7
"2023-01-23 00:56:00";52,6
"2023-01-23 01:04:00";52,6
"2023-01-23 01:12:00";52,5
"2023-01-23 01:20:00";52,5
"2023-01-23 01:28:00";52,4
"2023-01-23 01:36:00";51,8
"2023-01-23 01:44:00";50,8
"2023-01-23 01:52:00";50,6
"2023-01-23 02:00:00";50,5
"2023-01-23 02:08:00";50,4
"2023-01-23 02:16:00";50,4
"2023-01-23 02:24:00";50,3
"2023-01-23 02:32:00";50,3
"2023-01-23 02:40:00";50,2
"2023-01-23 02:48:00";50,1
"2023-01-23 02:56:00";50,1
"2023-01-23 03:04:00";50
"2023-01-23 03:12:00";50
"2023-01-23 03:20:00";49,9
"2023-01-23 03:28:00";49,7
"2023-01-23 03:36:00";48,8
"2023-01-23 03:44:00";46,7
"2023-01-23 03:52:00";44
"2023-01-23 04:00:00";42
"2023-01-23 04:08:00";44,1
"2023-01-23 04:16:00";52,8
"2023-01-23 04:24:00";56,1
"2023-01-23 04:32:00";56
"2023-01-23 04:40:00";55,7
"2023-01-23 04:48:00";55,5
"2023-01-23 04:56:00";55,2
"2023-01-23 05:04:00";55
"2023-01-23 05:12:00";55
"2023-01-23 05:20:00";55
"2023-01-23 05:28:00";55,1
"2023-01-23 05:36:00";55,1
"2023-01-23 05:44:00";55,1
"2023-01-23 05:52:00";55,1
"2023-01-23 06:00:00";55,1
"2023-01-23 06:08:00";55,1
"2023-01-23 06:16:00";55,1
"2023-01-23 06:24:00";55
"2023-01-23 06:32:00";54,9
"2023-01-23 06:40:00";54,9
"2023-01-23 06:48:00";54,9
"2023-01-23 06:56:00";54,9
"2023-01-23 07:04:00";54,8
"2023-01-23 07:12:00";54,8
"2023-01-23 07:20:00";55,4
"2023-01-23 07:28:00";57,7
"2023-01-23 07:36:00";58,3
"2023-01-23 07:44:00";58,5
"2023-01-23 07:52:00";58,6
"2023-01-23 08:00:00";58,8
"2023-01-23 08:08:00";59,7
"2023-01-23 08:16:00";61,6
"2023-01-23 08:24:00";62,1
"2023-01-23 08:32:00";62,4
"2023-01-23 08:40:00";63,5
"2023-01-23 08:48:00";65
"2023-01-23 08:56:00";66
"2023-01-23 09:04:00";66,4
"2023-01-23 09:12:00";66,5
"2023-01-23 09:20:00";66,4
"2023-01-23 09:28:00";66,4
"2023-01-23 09:36:00";66,3
"2023-01-23 09:44:00";66,3
"2023-01-23 09:52:00";66,2
"2023-01-23 10:00:00";66,2
"2023-01-23 10:08:00";65,9
"2023-01-23 10:16:00";64,8
"2023-01-23 10:24:00";64,2
"2023-01-23 10:32:00";64,1
"2023-01-23 10:40:00";63,7
"2023-01-23 10:48:00";63,3
"2023-01-23 10:56:00";63,3
"2023-01-23 11:04:00";62,8
"2023-01-23 11:12:00";61,8
"2023-01-23 11:20:00";60,8
"2023-01-23 11:28:00";60,1
"2023-01-23 11:36:00";59,6
"2023-01-23 11:44:00";59,4
"2023-01-23 11:52:00";62,5
"2023-01-23 12:00:00";66
"2023-01-23 12:08:00";66,6
"2023-01-23 12:16:00";66,9
"2023-01-23 12:24:00";67,1
"2023-01-23 12:32:00";67,2
"2023-01-23 12:40:00";67,2
"2023-01-23 12:48:00";67,2
"2023-01-23 12:56:00";67,1
"2023-01-23 13:04:00";67,1
"2023-01-23 13:12:00";67,1
"2023-01-23 13:20:00";67,1
"2023-01-23 13:28:00";67
"2023-01-23 13:36:00";67
"2023-01-23 13:44:00";66,5
"2023-01-23 13:52:00";65
"2023-01-23 14:00:00";63,8
"2023-01-23 14:08:00";63,8
"2023-01-23 14:16:00";63
"2023-01-23 14:24:00";62,5
"2023-01-23 14:32:00";61,4
"2023-01-23 14:40:00";60,1
"2023-01-23 14:48:00";58,9
"2023-01-23 14:56:00";57,9
"2023-01-23 15:04:00";57,1
"2023-01-23 15:12:00";56,8
"2023-01-23 15:20:00";58,6
"2023-01-23 15:28:00";62,1
"2023-01-23 15:36:00";64,2
"2023-01-23 15:44:00";65
"2023-01-23 15:52:00";65,4
"2023-01-23 16:00:00";65,6
"2023-01-23 16:08:00";65,7
"2023-01-23 16:16:00";65,7
"2023-01-23 16:24:00";65,7
"2023-01-23 16:32:00";65,6
"2023-01-23 16:40:00";65,6
"2023-01-23 16:48:00";65,6
"2023-01-23 16:56:00";65,6
"2023-01-23 17:04:00";65,3
"2023-01-23 17:12:00";64,6
"2023-01-23 17:20:00";64
"2023-01-23 17:28:00";63,9
"2023-01-23 17:36:00";63,9
"2023-01-23 17:44:00";63,9
"2023-01-23 17:52:00";63,9
"2023-01-23 18:00:00";63,9
"2023-01-23 18:08:00";63,9
"2023-01-23 18:16:00";63,8
"2023-01-23 18:24:00";63,8
"2023-01-23 18:32:00";63,8
"2023-01-23 18:40:00";63,7
"2023-01-23 18:48:00";63,7
"2023-01-23 18:56:00";63,7
"2023-01-23 19:04:00";63,7
"2023-01-23 19:12:00";63,7
"2023-01-23 19:20:00";63,7
"2023-01-23 19:28:00";63,7
"2023-01-23 19:36:00";63,7
"2023-01-23 19:44:00";63,7
"2023-01-23 19:52:00";63,7
"2023-01-23 20:00:00";63,6
"2023-01-23 20:08:00";63,6
"2023-01-23 20:16:00";63,6
"2023-01-23 20:24:00";63,6
"2023-01-23 20:32:00";63,5
"2023-01-23 20:40:00";63,5
"2023-01-23 20:48:00";63,5
"2023-01-23 20:56:00";63,5
"2023-01-23 21:04:00";63,4
"2023-01-23 21:12:00";63,4
"2023-01-23 21:20:00";63,4
"2023-01-23 21:28:00";63,3
"2023-01-23 21:36:00";63,3
"2023-01-23 21:44:00";63,3
"2023-01-23 21:52:00";63,3
"2023-01-23 22:00:00";63,2
"2023-01-23 22:08:00";63,2
"2023-01-23 22:16:00";63,2
"2023-01-23 22:24:00";63,2
"2023-01-23 22:32:00";63,2
"2023-01-23 22:40:00";63,2
"2023-01-23 22:48:00";63,2
"2023-01-23 22:56:00";63,2
"2023-01-23 23:04:00";63,1
"2023-01-23 23:12:00";63,1
"2023-01-23 23:20:00";63,1
"2023-01-23 23:28:00";63,1
"2023-01-23 23:36:00";63
"2023-01-23 23:44:00";63
"2023-01-23 23:52:00";63
"2023-01-24 00:00:00";62,9
"2023-01-24 00:08:00";62,9
"2023-01-24 00:16:00";62,9
"2023-01-24 00:24:00";62,9
"2023-01-24 00:32:00";62,9
"2023-01-24 00:40:00";62,9
"2023-01-24 00:48:00";62,9
"2023-01-24 00:56:00";62,8
"2023-01-24 01:04:00";62,8
"2023-01-24 01:12:00";62,8
"2023-01-24 01:20:00";62,8
"2023-01-24 01:28:00";62,8
"2023-01-24 01:36:00";62,8
"2023-01-24 01:44:00";62,7
"2023-01-24 01:52:00";62,7
"2023-01-24 02:00:00";62,7
"2023-01-24 02:08:00";62,7
"2023-01-24 02:16:00";62,7
"2023-01-24 02:24:00";62,7
"2023-01-24 02:32:00";62,6
"2023-01-24 02:40:00";62,5
"2023-01-24 02:48:00";62,5
"2023-01-24 02:56:00";62,5
"2023-01-24 03:04:00";62,4
"2023-01-24 03:12:00";62,4
"2023-01-24 03:20:00";62,4
"2023-01-24 03:28:00";62,4
"2023-01-24 03:36:00";62,4
"2023-01-24 03:44:00";62,4
"2023-01-24 03:52:00";62,3
"2023-01-24 04:00:00";62,3
"2023-01-24 04:08:00";62,3
"2023-01-24 04:16:00";62,3
"2023-01-24 04:24:00";62,2
"2023-01-24 04:32:00";62,2
"2023-01-24 04:40:00";62,1
"2023-01-24 04:48:00";62,1
"2023-01-24 04:56:00";62,1
"2023-01-24 05:04:00";62
"2023-01-24 05:12:00";62
"2023-01-24 05:20:00";62
"2023-01-24 05:28:00";62
"2023-01-24 05:36:00";62,1
"2023-01-24 05:44:00";62
"2023-01-24 05:52:00";62
"2023-01-24 06:00:00";62
"2023-01-24 06:08:00";62
"2023-01-24 06:16:00";62
"2023-01-24 06:24:00";61,9
"2023-01-24 06:32:00";61,8
"2023-01-24 06:40:00";61,8
"2023-01-24 06:48:00";61,8
"2023-01-24 06:56:00";61,8
"2023-01-24 07:04:00";61,7
"2023-01-24 07:12:00";61
"2023-01-24 07:20:00";59,8
"2023-01-24 07:28:00";59,1
"2023-01-24 07:36:00";58,7
"2023-01-24 07:44:00";58,2
"2023-01-24 07:52:00";57,8
"2023-01-24 08:00:00";57,4
"2023-01-24 08:08:00";57,3
"2023-01-24 08:16:00";59,4
"2023-01-24 08:24:00";63,1
"2023-01-24 08:32:00";64,9
"2023-01-24 08:40:00";65,5
"2023-01-24 08:48:00";65,7
"2023-01-24 08:56:00";65,6
"2023-01-24 09:04:00";65,6
"2023-01-24 09:12:00";65,6
"2023-01-24 09:20:00";65,6
"2023-01-24 09:28:00";65,6
"2023-01-24 09:36:00";65,5
"2023-01-24 09:44:00";65,4
"2023-01-24 09:52:00";64,7
"2023-01-24 10:00:00";64,4
"2023-01-24 10:08:00";64,4
"2023-01-24 10:16:00";64,4
"2023-01-24 10:24:00";64,4
"2023-01-24 10:32:00";64
"2023-01-24 10:40:00";63,7
"2023-01-24 10:48:00";63,7
"2023-01-24 10:56:00";63,6
"2023-01-24 11:04:00";62,5
"2023-01-24 11:12:00";61
"2023-01-24 11:20:00";59,8
"2023-01-24 11:28:00";58,8
"2023-01-24 11:36:00";58
"2023-01-24 11:44:00";57,7
"2023-01-24 11:52:00";60,7
"2023-01-24 12:00:00";65
"2023-01-24 12:08:00";65,7
"2023-01-24 12:16:00";65,8
"2023-01-24 12:24:00";65,9
"2023-01-24 12:32:00";66
"2023-01-24 12:40:00";66,1
"2023-01-24 12:48:00";66,1
"2023-01-24 12:56:00";66,1
"2023-01-24 13:04:00";66,1
"2023-01-24 13:12:00";66,1
"2023-01-24 13:20:00";66
"2023-01-24 13:28:00";65,7
"2023-01-24 13:36:00";64,6
"2023-01-24 13:44:00";63,8
"2023-01-24 13:52:00";63,4
"2023-01-24 14:00:00";62,9
"2023-01-24 14:08:00";62,1
"2023-01-24 14:16:00";61,9
"2023-01-24 14:24:00";61,4
"2023-01-24 14:32:00";60,7
"2023-01-24 14:40:00";60,1
"2023-01-24 14:48:00";59,1
"2023-01-24 14:56:00";58,1
"2023-01-24 15:04:00";57,4
"2023-01-24 15:12:00";56,8
"2023-01-24 15:20:00";56,4
"2023-01-24 15:28:00";56,6
"2023-01-24 15:36:00";59,7
"2023-01-24 15:44:00";62,3
"2023-01-24 15:52:00";63,1
"2023-01-24 16:00:00";63,4
"2023-01-24 16:08:00";63,6
"2023-01-24 16:16:00";63,8
"2023-01-24 16:24:00";63,8
"2023-01-24 16:32:00";63,8
"2023-01-24 16:40:00";63,7
"2023-01-24 16:48:00";63,7
"2023-01-24 16:56:00";63,7
"2023-01-24 17:04:00";63,5
"2023-01-24 17:12:00";63,2
"2023-01-24 17:20:00";63
"2023-01-24 17:28:00";62,8
"2023-01-24 17:36:00";62,8
"2023-01-24 17:44:00";62,8
"2023-01-24 17:52:00";62,8
"2023-01-24 18:00:00";62,8
"2023-01-24 18:08:00";62,8
"2023-01-24 18:16:00";62,8
"2023-01-24 18:24:00";62,8
"2023-01-24 18:32:00";62,8
"2023-01-24 18:40:00";62,8
"2023-01-24 18:48:00";62,7
"2023-01-24 18:56:00";62,7
"2023-01-24 19:04:00";62,7
"2023-01-24 19:12:00";62,7
"2023-01-24 19:20:00";62,7
"2023-01-24 19:28:00";62,7
"2023-01-24 19:36:00";62,6
"2023-01-24 19:44:00";62,6
"2023-01-24 19:52:00";62,6
"2023-01-24 20:00:00";62,5
"2023-01-24 20:08:00";62,5
"2023-01-24 20:16:00";62,5
"2023-01-24 20:24:00";62,5
"2023-01-24 20:32:00";62,5
"2023-01-24 20:40:00";62,5
"2023-01-24 20:48:00";62,4
"2023-01-24 20:56:00";62,5
"2023-01-24 21:04:00";62,4
"2023-01-24 21:12:00";62,4
"2023-01-24 21:20:00";62,4
"2023-01-24 21:28:00";62,4
"2023-01-24 21:36:00";62,3
"2023-01-24 21:44:00";62,3
"2023-01-24 21:52:00";62,2
"2023-01-24 22:00:00";62,2
"2023-01-24 22:08:00";62,2
"2023-01-24 22:16:00";62,2
"2023-01-24 22:24:00";62,2
"2023-01-24 22:32:00";62,1
"2023-01-24 22:40:00";62,1
"2023-01-24 22:48:00";62
"2023-01-24 22:56:00";62
"2023-01-24 23:04:00";62
"2023-01-24 23:12:00";62
"2023-01-24 23:20:00";61,9
"2023-01-24 23:28:00";61,9
"2023-01-24 23:36:00";62
"2023-01-24 23:44:00";62
"2023-01-24 23:52:00";62
"2023-01-25 00:00:00";62
"2023-01-25 00:08:00";62
"2023-01-25 00:16:00";61,9
"2023-01-25 00:24:00";61,9
"2023-01-25 00:32:00";61,9
"2023-01-25 00:40:00";61,8
"2023-01-25 00:48:00";61,8
"2023-01-25 00:56:00";61,8
"2023-01-25 01:04:00";61,7
"2023-01-25 01:12:00";61,7
"2023-01-25 01:20:00";61,7
"2023-01-25 01:28:00";61,7
"2023-01-25 01:36:00";61,7
"2023-01-25 01:44:00";61,7
"2023-01-25 01:52:00";61,7
"2023-01-25 02:00:00";61,7
"2023-01-25 02:08:00";61,7
"2023-01-25 02:16:00";61,6
"2023-01-25 02:24:00";61,6
"2023-01-25 02:32:00";61,5
"2023-01-25 02:40:00";61,3
"2023-01-25 02:48:00";61,3
"2023-01-25 02:56:00";61,3
"2023-01-25 03:04:00";61,2
"2023-01-25 03:12:00";61,2
"2023-01-25 03:20:00";61,2
"2023-01-25 03:28:00";61,2
"2023-01-25 03:36:00";61,3
"2023-01-25 03:44:00";61,3
"2023-01-25 03:52:00";61,3
"2023-01-25 04:00:00";61,2
"2023-01-25 04:08:00";61,2
"2023-01-25 04:16:00";61,2
"2023-01-25 04:24:00";61,2
"2023-01-25 04:32:00";61,1
"2023-01-25 04:40:00";61
"2023-01-25 04:48:00";61
"2023-01-25 04:56:00";61
"2023-01-25 05:04:00";60,9
"2023-01-25 05:12:00";60,9
"2023-01-25 05:20:00";60,9
"2023-01-25 05:28:00";60,9
"2023-01-25 05:36:00";60,9
"2023-01-25 05:44:00";60,9
"2023-01-25 05:52:00";60,9
"2023-01-25 06:00:00";60,8
"2023-01-25 06:08:00";60,8
"2023-01-25 06:16:00";60,8
"2023-01-25 06:24:00";60,7
"2023-01-25 06:32:00";60,7
"2023-01-25 06:40:00";60,7
"2023-01-25 06:48:00";60,7
"2023-01-25 06:56:00";60,7
"2023-01-25 07:04:00";60,6
"2023-01-25 07:12:00";60,3
"2023-01-25 07:20:00";59,5
"2023-01-25 07:28:00";58,7
"2023-01-25 07:36:00";57,9
"2023-01-25 07:44:00";57,4
"2023-01-25 07:52:00";57
"2023-01-25 08:00:00";56,5
"2023-01-25 08:08:00";56,3
"2023-01-25 08:16:00";56,6
"2023-01-25 08:24:00";59,3
"2023-01-25 08:32:00";61,5
"2023-01-25 08:40:00";63,5
"2023-01-25 08:48:00";64,4
"2023-01-25 08:56:00";64,7
"2023-01-25 09:04:00";64,7
"2023-01-25 09:12:00";64,6
"2023-01-25 09:20:00";64,6
"2023-01-25 09:28:00";64,6
"2023-01-25 09:36:00";64,7
"2023-01-25 09:44:00";64,6
"2023-01-25 09:52:00";64,2
"2023-01-25 10:00:00";63,9
"2023-01-25 10:08:00";63,9
"2023-01-25 10:16:00";63,8
"2023-01-25 10:24:00";63,3
"2023-01-25 10:32:00";63,1
"2023-01-25 10:40:00";63
"2023-01-25 10:48:00";62,5
"2023-01-25 10:56:00";61,4
"2023-01-25 11:04:00";60,4
"2023-01-25 11:12:00";59,7
"2023-01-25 11:20:00";59,1
"2023-01-25 11:28:00";58,9
"2023-01-25 11:36:00";61,3
"2023-01-25 11:44:00";64,5
"2023-01-25 11:52:00";65,3
"2023-01-25 12:00:00";65,9
"2023-01-25 12:08:00";66,9
"2023-01-25 12:16:00";67,2
"2023-01-25 12:24:00";67,2
"2023-01-25 12:32:00";67,2
"2023-01-25 12:40:00";67,1
"2023-01-25 12:48:00";67
"2023-01-25 12:56:00";67
"2023-01-25 13:04:00";66,9
"2023-01-25 13:12:00";66,8
"2023-01-25 13:20:00";66,5
"2023-01-25 13:28:00";65,2
"2023-01-25 13:36:00";64,2
"2023-01-25 13:44:00";64
"2023-01-25 13:52:00";63,7
"2023-01-25 14:00:00";63,1
"2023-01-25 14:08:00";62,5
"2023-01-25 14:16:00";62
"2023-01-25 14:24:00";61,3
"2023-01-25 14:32:00";60,6
"2023-01-25 14:40:00";59,7
"2023-01-25 14:48:00";58,9
"2023-01-25 14:56:00";58,3
"2023-01-25 15:04:00";57,9
"2023-01-25 15:12:00";57,8
"2023-01-25 15:20:00";59,5
"2023-01-25 15:28:00";60,6
"2023-01-25 15:36:00";61,7
"2023-01-25 15:44:00";63,8
"2023-01-25 15:52:00";65,2
"2023-01-25 16:00:00";65,8
"2023-01-25 16:08:00";65,8
"2023-01-25 16:16:00";65,7
"2023-01-25 16:24:00";65,6
"2023-01-25 16:32:00";65,6
"2023-01-25 16:40:00";65,5
"2023-01-25 16:48:00";65,5
"2023-01-25 16:56:00";65,5
"2023-01-25 17:04:00";65,4
"2023-01-25 17:12:00";65,3
"2023-01-25 17:20:00";65
"2023-01-25 17:28:00";64,9
"2023-01-25 17:36:00";64,9
"2023-01-25 17:44:00";64,8
"2023-01-25 17:52:00";64,8
"2023-01-25 18:00:00";64,7
"2023-01-25 18:08:00";64,7
"2023-01-25 18:16:00";64,7
"2023-01-25 18:24:00";64,7
"2023-01-25 18:32:00";64,7
"2023-01-25 18:40:00";64,7
"2023-01-25 18:48:00";64,7
"2023-01-25 18:56:00";64,7
"2023-01-25 19:04:00";64,6
"2023-01-25 19:12:00";64,6
"2023-01-25 19:20:00";64,6
"2023-01-25 19:28:00";64,6
"2023-01-25 19:36:00";64,6
"2023-01-25 19:44:00";64,6
"2023-01-25 19:52:00";64,6
"2023-01-25 20:00:00";64,6
"2023-01-25 20:08:00";64,5
"2023-01-25 20:16:00";64,5
"2023-01-25 20:24:00";64,5
"2023-01-25 20:32:00";64,5
"2023-01-25 20:40:00";64,4
"2023-01-25 20:48:00";64,4
"2023-01-25 20:56:00";64,4
"2023-01-25 21:04:00";64,3
"2023-01-25 21:12:00";64,3
"2023-01-25 21:20:00";64,3
"2023-01-25 21:28:00";64,3
"2023-01-25 21:36:00";64,3
"2023-01-25 21:44:00";64,3
"2023-01-25 21:52:00";64,3
"2023-01-25 22:00:00";64,3
