"DateTime";"Retourtemperatuur [Warmtapwater bwdl Geel] [°C]"
"2023-01-30 03:05:00";17,26
"2023-01-30 03:06:00";17,25
"2023-01-30 03:07:00";17,24
"2023-01-30 03:08:00";17,25
"2023-01-30 03:09:00";17,25
"2023-01-30 03:10:00";17,24
"2023-01-30 03:11:00";17,25
"2023-01-30 03:12:00";17,25
"2023-01-30 03:13:00";17,25
"2023-01-30 03:14:00";17,25
"2023-01-30 03:15:00";17,25
"2023-01-30 03:16:00";17,25
"2023-01-30 03:17:00";17,25
"2023-01-30 03:18:00";17,26
"2023-01-30 03:19:00";17,25
"2023-01-30 03:20:00";17,25
"2023-01-30 03:21:00";17,24
"2023-01-30 03:22:00";17,25
"2023-01-30 03:23:00";17,23
"2023-01-30 03:24:00";17,23
"2023-01-30 03:25:00";17,23
"2023-01-30 03:26:00";17,23
"2023-01-30 03:27:00";17,23
"2023-01-30 03:28:00";17,22
"2023-01-30 03:29:00";17,22
"2023-01-30 03:30:00";17,23
"2023-01-30 03:31:00";17,22
"2023-01-30 03:32:00";17,21
"2023-01-30 03:33:00";17,21
"2023-01-30 03:34:00";17,23
"2023-01-30 03:35:00";17,3
"2023-01-30 03:36:00";17,38
"2023-01-30 03:37:00";17,44
"2023-01-30 03:38:00";17,44
"2023-01-30 03:39:00";17,5
"2023-01-30 03:40:00";17,55
"2023-01-30 03:41:00";17,63
"2023-01-30 03:42:00";17,68
"2023-01-30 03:43:00";17,71
"2023-01-30 03:44:00";17,75
"2023-01-30 03:45:00";17,78
"2023-01-30 03:46:00";17,81
"2023-01-30 03:47:00";17,81
"2023-01-30 03:48:00";17,85
"2023-01-30 03:49:00";17,85
"2023-01-30 03:50:00";17,91
"2023-01-30 03:51:00";17,93
"2023-01-30 03:52:00";17,97
"2023-01-30 03:53:00";18
"2023-01-30 03:54:00";18,02
"2023-01-30 03:55:00";18,05
"2023-01-30 03:56:00";18,05
"2023-01-30 03:57:00";18,08
"2023-01-30 03:58:00";18,09
"2023-01-30 03:59:00";18,01
"2023-01-30 04:00:00";17,96
"2023-01-30 04:01:00";17,91
"2023-01-30 04:02:00";17,87
"2023-01-30 04:03:00";17,84
"2023-01-30 04:04:00";17,81
"2023-01-30 04:05:00";17,81
"2023-01-30 04:06:00";19,34
"2023-01-30 04:07:00";24,74
"2023-01-30 04:08:00";34,18
"2023-01-30 04:09:00";48,33
"2023-01-30 04:10:00";47,66
"2023-01-30 04:11:00";23,88
"2023-01-30 04:12:00";23,49
"2023-01-30 04:13:00";23,66
"2023-01-30 04:14:00";23,66
"2023-01-30 04:15:00";24,03
"2023-01-30 04:16:00";24,19
"2023-01-30 04:17:00";24,22
"2023-01-30 04:18:00";24,24
"2023-01-30 04:19:00";24,27
"2023-01-30 04:20:00";24,35
"2023-01-30 04:21:00";24,53
"2023-01-30 04:22:00";24,66
"2023-01-30 04:23:00";24,66
"2023-01-30 04:24:00";24,94
"2023-01-30 04:25:00";25,21
"2023-01-30 04:26:00";26,25
"2023-01-30 04:27:00";26,56
"2023-01-30 04:28:00";27,2
"2023-01-30 04:29:00";27,77
"2023-01-30 04:30:00";28,51
"2023-01-30 04:31:00";29,19
"2023-01-30 04:32:00";29,19
"2023-01-30 04:33:00";30,06
"2023-01-30 04:34:00";31,28
"2023-01-30 04:35:00";34,03
"2023-01-30 04:36:00";35,9
"2023-01-30 04:37:00";37,47
"2023-01-30 04:38:00";39,75
"2023-01-30 04:39:00";42,18
"2023-01-30 04:40:00";44,99
"2023-01-30 04:41:00";44,99
"2023-01-30 04:42:00";46,66
"2023-01-30 04:43:00";47,57
"2023-01-30 04:44:00";48,16
"2023-01-30 04:45:00";49,89
"2023-01-30 04:46:00";54,94
"2023-01-30 04:47:00";55,34
"2023-01-30 04:48:00";55,51
"2023-01-30 04:49:00";55,57
"2023-01-30 04:50:00";55,57
"2023-01-30 04:51:00";55,71
"2023-01-30 04:52:00";55,75
"2023-01-30 04:53:00";55,79
"2023-01-30 04:54:00";55,84
"2023-01-30 04:55:00";55,86
"2023-01-30 04:56:00";55,87
"2023-01-30 04:57:00";55,87
"2023-01-30 04:58:00";55,9
"2023-01-30 04:59:00";55,9
"2023-01-30 05:00:00";55,88
"2023-01-30 05:01:00";55,89
"2023-01-30 05:02:00";55,88
"2023-01-30 05:03:00";55,89
"2023-01-30 05:04:00";55,89
"2023-01-30 05:05:00";55,88
"2023-01-30 05:06:00";54,24
"2023-01-30 05:07:00";54,24
"2023-01-30 05:08:00";54,07
"2023-01-30 05:09:00";53,99
"2023-01-30 05:10:00";53,84
"2023-01-30 05:11:00";53,18
"2023-01-30 05:12:00";52,22
"2023-01-30 05:13:00";51,76
"2023-01-30 05:14:00";51,19
"2023-01-30 05:15:00";50,86
"2023-01-30 05:16:00";50,86
"2023-01-30 05:17:00";50,17
"2023-01-30 05:18:00";49,83
"2023-01-30 05:19:00";49,49
"2023-01-30 05:20:00";49,49
"2023-01-30 05:21:00";48,9
"2023-01-30 05:22:00";48,63
"2023-01-30 05:23:00";48,32
"2023-01-30 05:24:00";48,06
"2023-01-30 05:25:00";48,06
"2023-01-30 05:26:00";47,79
"2023-01-30 05:27:00";47,52
"2023-01-30 05:28:00";47,26
"2023-01-30 05:29:00";46,98
"2023-01-30 05:30:00";46,45
"2023-01-30 05:31:00";46,19
"2023-01-30 05:32:00";45,9
"2023-01-30 05:33:00";45,6
"2023-01-30 05:34:00";45,6
"2023-01-30 05:35:00";45,31
"2023-01-30 05:36:00";45,31
"2023-01-30 05:37:00";45,03
"2023-01-30 05:38:00";44,76
"2023-01-30 05:39:00";44,24
"2023-01-30 05:40:00";44,01
"2023-01-30 05:41:00";43,81
"2023-01-30 05:42:00";43,59
"2023-01-30 05:43:00";43,59
"2023-01-30 05:44:00";43,4
"2023-01-30 05:45:00";43,22
"2023-01-30 05:46:00";43,02
"2023-01-30 05:47:00";42,85
"2023-01-30 05:48:00";42,47
"2023-01-30 05:49:00";42,29
"2023-01-30 05:50:00";42,12
"2023-01-30 05:51:00";41,94
"2023-01-30 05:52:00";41,94
"2023-01-30 05:53:00";41,94
"2023-01-30 05:54:00";41,76
"2023-01-30 05:55:00";41,59
"2023-01-30 05:56:00";41,42
"2023-01-30 05:57:00";41,11
"2023-01-30 05:58:00";40,95
"2023-01-30 05:59:00";40,8
"2023-01-30 06:00:00";40,65
"2023-01-30 06:01:00";40,65
"2023-01-30 06:02:00";40,51
"2023-01-30 06:03:00";40,37
"2023-01-30 06:04:00";40,22
"2023-01-30 06:05:00";40,07
"2023-01-30 06:06:00";39,8
"2023-01-30 06:07:00";39,66
"2023-01-30 06:08:00";39,66
"2023-01-30 06:09:00";39,52
"2023-01-30 06:10:00";39,52
"2023-01-30 06:11:00";39,38
"2023-01-30 06:12:00";39,24
"2023-01-30 06:13:00";39,11
"2023-01-30 06:14:00";38,98
"2023-01-30 06:15:00";38,7
"2023-01-30 06:16:00";38,56
"2023-01-30 06:17:00";38,43
"2023-01-30 06:18:00";38,29
"2023-01-30 06:19:00";38,29
"2023-01-30 06:20:00";38,15
"2023-01-30 06:21:00";38,02
"2023-01-30 06:22:00";37,89
"2023-01-30 06:23:00";37,75
"2023-01-30 06:24:00";37,63
"2023-01-30 06:25:00";37,49
"2023-01-30 06:26:00";37,37
"2023-01-30 06:27:00";37,25
"2023-01-30 06:28:00";37,25
"2023-01-30 06:29:00";37,14
"2023-01-30 06:30:00";37,01
"2023-01-30 06:31:00";36,89
"2023-01-30 06:32:00";36,79
"2023-01-30 06:33:00";36,56
"2023-01-30 06:34:00";36,44
"2023-01-30 06:35:00";36,32
"2023-01-30 06:36:00";36,2
"2023-01-30 06:37:00";36,2
"2023-01-30 06:38:00";36,1
"2023-01-30 06:39:00";36
"2023-01-30 06:40:00";35,9
"2023-01-30 06:41:00";35,77
"2023-01-30 06:42:00";35,66
"2023-01-30 06:43:00";35,56
"2023-01-30 06:44:00";35,45
"2023-01-30 06:45:00";35,34
"2023-01-30 06:46:00";35,34
"2023-01-30 06:47:00";35,25
"2023-01-30 06:48:00";35,13
"2023-01-30 06:49:00";35,02
"2023-01-30 06:50:00";34,92
"2023-01-30 06:51:00";34,8
"2023-01-30 06:52:00";34,59
"2023-01-30 06:53:00";34,48
"2023-01-30 06:54:00";34,36
"2023-01-30 06:55:00";34,36
"2023-01-30 06:56:00";34,25
"2023-01-30 06:57:00";34,14
"2023-01-30 06:58:00";34,14
"2023-01-30 06:59:00";34,04
"2023-01-30 07:00:00";33,97
"2023-01-30 07:01:00";33,77
"2023-01-30 07:02:00";33,68
"2023-01-30 07:03:00";33,68
"2023-01-30 07:04:00";33,59
"2023-01-30 07:05:00";33,49
"2023-01-30 07:06:00";33,4
"2023-01-30 07:07:00";33,29
"2023-01-30 07:08:00";33,08
"2023-01-30 07:09:00";32,87
"2023-01-30 07:10:00";47,05
"2023-01-30 07:11:00";45,5
"2023-01-30 07:12:00";45,5
"2023-01-30 07:13:00";46,02
"2023-01-30 07:14:00";50,92
"2023-01-30 07:15:00";58,7
"2023-01-30 07:16:00";67,01
"2023-01-30 07:17:00";67,08
"2023-01-30 07:18:00";57,22
"2023-01-30 07:19:00";35,88
"2023-01-30 07:20:00";51,69
"2023-01-30 07:21:00";51,69
"2023-01-30 07:22:00";55,26
"2023-01-30 07:23:00";32,02
"2023-01-30 07:24:00";27,64
"2023-01-30 07:25:00";51,92
"2023-01-30 07:26:00";54,25
"2023-01-30 07:27:00";54,57
"2023-01-30 07:28:00";55,02
"2023-01-30 07:29:00";55,18
"2023-01-30 07:30:00";55,18
"2023-01-30 07:31:00";55,35
"2023-01-30 07:32:00";55,52
"2023-01-30 07:33:00";55,62
"2023-01-30 07:34:00";55,6
"2023-01-30 07:35:00";55,67
"2023-01-30 07:36:00";55,76
"2023-01-30 07:37:00";55,84
"2023-01-30 07:38:00";55,87
"2023-01-30 07:39:00";55,87
"2023-01-30 07:40:00";55,86
"2023-01-30 07:41:00";25,65
"2023-01-30 07:42:00";53,31
"2023-01-30 07:43:00";55,07
"2023-01-30 07:44:00";55,2
"2023-01-30 07:45:00";55,11
"2023-01-30 07:46:00";55,6
"2023-01-30 07:47:00";55,7
"2023-01-30 07:48:00";55,7
"2023-01-30 07:49:00";50,96
"2023-01-30 07:50:00";54,48
"2023-01-30 07:51:00";55,53
"2023-01-30 07:52:00";21,75
"2023-01-30 07:53:00";18,52
"2023-01-30 07:54:00";31,64
"2023-01-30 07:55:00";54,68
"2023-01-30 07:56:00";54,98
"2023-01-30 07:57:00";54,98
"2023-01-30 07:58:00";56,47
"2023-01-30 07:59:00";55,34
"2023-01-30 08:00:00";58,28
"2023-01-30 08:01:00";58,66
"2023-01-30 08:02:00";59,1
"2023-01-30 08:03:00";59,21
"2023-01-30 08:04:00";59,64
"2023-01-30 08:05:00";59,57
"2023-01-30 08:06:00";59,57
"2023-01-30 08:07:00";59,8
"2023-01-30 08:08:00";59,9
"2023-01-30 08:09:00";59,96
"2023-01-30 08:10:00";60
"2023-01-30 08:11:00";56,63
"2023-01-30 08:12:00";59,92
"2023-01-30 08:13:00";60,04
"2023-01-30 08:14:00";60,09
"2023-01-30 08:15:00";60,09
"2023-01-30 08:16:00";60,19
"2023-01-30 08:17:00";60,33
"2023-01-30 08:18:00";60,48
"2023-01-30 08:19:00";60,59
"2023-01-30 08:20:00";60,45
"2023-01-30 08:21:00";60,71
"2023-01-30 08:22:00";60,93
"2023-01-30 08:23:00";61,01
"2023-01-30 08:24:00";61,01
"2023-01-30 08:25:00";61,07
"2023-01-30 08:26:00";61,11
"2023-01-30 08:27:00";60,98
"2023-01-30 08:28:00";53,69
"2023-01-30 08:29:00";53,54
"2023-01-30 08:30:00";59,12
"2023-01-30 08:31:00";60,85
"2023-01-30 08:32:00";60,96
"2023-01-30 08:33:00";60,96
"2023-01-30 08:34:00";61,09
"2023-01-30 08:35:00";61,37
"2023-01-30 08:36:00";61,75
"2023-01-30 08:37:00";61,9
"2023-01-30 08:38:00";61,99
"2023-01-30 08:39:00";58,06
"2023-01-30 08:40:00";61,02
"2023-01-30 08:41:00";61,46
"2023-01-30 08:42:00";61,46
"2023-01-30 08:43:00";61,86
"2023-01-30 08:44:00";61,99
"2023-01-30 08:45:00";62,02
"2023-01-30 08:46:00";62,09
"2023-01-30 08:47:00";62,15
"2023-01-30 08:48:00";62,2
"2023-01-30 08:49:00";62,26
"2023-01-30 08:50:00";62,26
"2023-01-30 08:51:00";47,57
"2023-01-30 08:52:00";61,75
"2023-01-30 08:53:00";61,84
"2023-01-30 08:54:00";62,04
"2023-01-30 08:55:00";62,11
"2023-01-30 08:56:00";62,22
"2023-01-30 08:57:00";62,26
"2023-01-30 08:58:00";62,03
"2023-01-30 08:59:00";62,35
"2023-01-30 09:00:00";62,35
"2023-01-30 09:01:00";62,4
"2023-01-30 09:02:00";62,47
"2023-01-30 09:03:00";60,97
"2023-01-30 09:04:00";47,93
"2023-01-30 09:05:00";61,87
"2023-01-30 09:06:00";62,11
"2023-01-30 09:07:00";62,31
"2023-01-30 09:08:00";62,6
"2023-01-30 09:09:00";62,6
"2023-01-30 09:10:00";62,69
"2023-01-30 09:11:00";56,66
"2023-01-30 09:12:00";56,11
"2023-01-30 09:13:00";62,6
"2023-01-30 09:14:00";63,08
"2023-01-30 09:15:00";63,3
"2023-01-30 09:16:00";63,45
"2023-01-30 09:17:00";63,45
"2023-01-30 09:18:00";62,49
"2023-01-30 09:19:00";62,92
"2023-01-30 09:20:00";63,23
"2023-01-30 09:21:00";62,51
"2023-01-30 09:22:00";61,67
"2023-01-30 09:23:00";60,95
"2023-01-30 09:24:00";59,77
"2023-01-30 09:25:00";58,97
"2023-01-30 09:26:00";58,53
"2023-01-30 09:27:00";58,14
"2023-01-30 09:28:00";57,63
"2023-01-30 09:29:00";57,16
"2023-01-30 09:30:00";56,74
"2023-01-30 09:31:00";56,12
"2023-01-30 09:32:00";55,8
"2023-01-30 09:33:00";55,49
"2023-01-30 09:34:00";55,2
"2023-01-30 09:35:00";55,02
"2023-01-30 09:36:00";54,79
"2023-01-30 09:37:00";54,49
"2023-01-30 09:38:00";54,25
"2023-01-30 09:39:00";53,99
"2023-01-30 09:40:00";53,79
"2023-01-30 09:41:00";53,61
"2023-01-30 09:42:00";53,36
"2023-01-30 09:43:00";53,16
"2023-01-30 09:44:00";52,98
"2023-01-30 09:45:00";52,82
"2023-01-30 09:46:00";52,67
"2023-01-30 09:47:00";52,53
"2023-01-30 09:48:00";52,36
"2023-01-30 09:49:00";52,22
"2023-01-30 09:50:00";52,1
"2023-01-30 09:51:00";52,04
"2023-01-30 09:52:00";51,88
"2023-01-30 09:53:00";51,8
"2023-01-30 09:54:00";51,76
"2023-01-30 09:55:00";51,68
"2023-01-30 09:56:00";51,59
"2023-01-30 09:57:00";51,41
"2023-01-30 09:58:00";51,37
"2023-01-30 09:59:00";51,32
"2023-01-30 10:00:00";51,21
"2023-01-30 10:01:00";51,12
"2023-01-30 10:02:00";51,03
"2023-01-30 10:03:00";51
"2023-01-30 10:04:00";50,91
"2023-01-30 10:05:00";50,8
"2023-01-30 10:06:00";50,68
"2023-01-30 10:07:00";50,52
"2023-01-30 10:08:00";50,49
"2023-01-30 10:09:00";50,38
"2023-01-30 10:10:00";50,34
"2023-01-30 10:11:00";50,19
"2023-01-30 10:12:00";50,07
"2023-01-30 10:13:00";49,91
"2023-01-30 10:14:00";49,85
"2023-01-30 10:15:00";49,72
"2023-01-30 10:16:00";49,62
"2023-01-30 10:17:00";49,5
"2023-01-30 10:18:00";49,4
"2023-01-30 10:19:00";49,35
"2023-01-30 10:20:00";49,24
"2023-01-30 10:21:00";49,12
"2023-01-30 10:22:00";49,04
"2023-01-30 10:23:00";48,95
"2023-01-30 10:24:00";48,89
"2023-01-30 10:25:00";48,76
"2023-01-30 10:26:00";48,64
"2023-01-30 10:27:00";48,5
"2023-01-30 10:28:00";48,41
"2023-01-30 10:29:00";48,31
"2023-01-30 10:30:00";55,16
"2023-01-30 10:31:00";42,61
"2023-01-30 10:32:00";37,75
"2023-01-30 10:33:00";52,19
"2023-01-30 10:34:00";62,41
"2023-01-30 10:35:00";49,86
"2023-01-30 10:36:00";48,39
"2023-01-30 10:37:00";54,17
"2023-01-30 10:38:00";61,87
"2023-01-30 10:39:00";65,38
"2023-01-30 10:40:00";64,27
"2023-01-30 10:41:00";64,18
"2023-01-30 10:42:00";64,18
"2023-01-30 10:43:00";64,11
"2023-01-30 10:44:00";63,12
"2023-01-30 10:45:00";61,93
"2023-01-30 10:46:00";60,94
"2023-01-30 10:47:00";60,24
"2023-01-30 10:48:00";59,92
"2023-01-30 10:49:00";59,19
"2023-01-30 10:50:00";58,88
"2023-01-30 10:51:00";58,48
"2023-01-30 10:52:00";58,08
"2023-01-30 10:53:00";57,75
"2023-01-30 10:54:00";57,48
"2023-01-30 10:55:00";57,26
"2023-01-30 10:56:00";56,92
"2023-01-30 10:57:00";56,68
"2023-01-30 10:58:00";56,43
"2023-01-30 10:59:00";56,15
"2023-01-30 11:00:00";55,91
"2023-01-30 11:01:00";55,91
"2023-01-30 11:02:00";55,31
"2023-01-30 11:03:00";55,06
"2023-01-30 11:04:00";54,81
"2023-01-30 11:05:00";54,52
"2023-01-30 11:06:00";54,26
"2023-01-30 11:07:00";54,05
"2023-01-30 11:08:00";53,81
"2023-01-30 11:09:00";53,51
"2023-01-30 11:10:00";53,32
"2023-01-30 11:11:00";53,09
"2023-01-30 11:12:00";52,9
"2023-01-30 11:13:00";52,67
"2023-01-30 11:14:00";52,52
"2023-01-30 11:15:00";52,32
"2023-01-30 11:16:00";57,14
"2023-01-30 11:17:00";35,17
"2023-01-30 11:18:00";35,5
"2023-01-30 11:19:00";35,5
"2023-01-30 11:20:00";33,88
"2023-01-30 11:21:00";25,71
"2023-01-30 11:22:00";42,41
"2023-01-30 11:23:00";54,62
"2023-01-30 11:24:00";58,19
"2023-01-30 11:25:00";60,36
"2023-01-30 11:26:00";61,33
"2023-01-30 11:27:00";60,22
"2023-01-30 11:28:00";60,22
"2023-01-30 11:29:00";58,4
"2023-01-30 11:30:00";57,68
"2023-01-30 11:31:00";56,93
"2023-01-30 11:32:00";56,55
"2023-01-30 11:33:00";56,22
"2023-01-30 11:34:00";55,94
"2023-01-30 11:35:00";55,68
"2023-01-30 11:36:00";55,25
"2023-01-30 11:37:00";55,25
"2023-01-30 11:38:00";54,81
"2023-01-30 11:39:00";54,5
"2023-01-30 11:40:00";54,2
"2023-01-30 11:41:00";53,97
"2023-01-30 11:42:00";53,76
"2023-01-30 11:43:00";53,44
"2023-01-30 11:44:00";53,14
"2023-01-30 11:45:00";53,14
"2023-01-30 11:46:00";52,62
"2023-01-30 11:47:00";52,37
"2023-01-30 11:48:00";52,03
"2023-01-30 11:49:00";51,78
"2023-01-30 11:50:00";51,49
"2023-01-30 11:51:00";51,19
"2023-01-30 11:52:00";51,01
"2023-01-30 11:53:00";50,64
"2023-01-30 11:54:00";50,64
"2023-01-30 11:55:00";50,03
"2023-01-30 11:56:00";49,75
"2023-01-30 11:57:00";49,58
"2023-01-30 11:58:00";49,25
"2023-01-30 11:59:00";48,96
"2023-01-30 12:00:00";48,7
"2023-01-30 12:01:00";48,42
"2023-01-30 12:02:00";48,25
"2023-01-30 12:03:00";48
"2023-01-30 12:04:00";47,7
"2023-01-30 12:05:00";47,47
"2023-01-30 12:06:00";47,27
"2023-01-30 12:07:00";47,04
"2023-01-30 12:08:00";46,76
"2023-01-30 12:09:00";50,56
"2023-01-30 12:10:00";36,03
"2023-01-30 12:11:00";36,03
"2023-01-30 12:12:00";46,19
"2023-01-30 12:13:00";58,92
"2023-01-30 12:14:00";60,64
"2023-01-30 12:15:00";61,06
"2023-01-30 12:16:00";58,11
"2023-01-30 12:17:00";59,7
"2023-01-30 12:18:00";58,82
"2023-01-30 12:19:00";57,79
"2023-01-30 12:20:00";57,79
"2023-01-30 12:21:00";57,18
"2023-01-30 12:22:00";55,77
"2023-01-30 12:23:00";55,42
"2023-01-30 12:24:00";54,84
"2023-01-30 12:25:00";54,62
"2023-01-30 12:26:00";54,28
"2023-01-30 12:27:00";54
"2023-01-30 12:28:00";53,89
"2023-01-30 12:29:00";53,89
"2023-01-30 12:30:00";53,6
"2023-01-30 12:31:00";52,73
"2023-01-30 12:32:00";33,18
"2023-01-30 12:33:00";25,04
"2023-01-30 12:34:00";37,08
"2023-01-30 12:35:00";51,72
"2023-01-30 12:36:00";48,74
"2023-01-30 12:37:00";26,03
"2023-01-30 12:38:00";26,03
"2023-01-30 12:39:00";31,6
"2023-01-30 12:40:00";59,2
"2023-01-30 12:41:00";60,19
"2023-01-30 12:42:00";41,28
"2023-01-30 12:43:00";42,65
"2023-01-30 12:44:00";54,32
"2023-01-30 12:45:00";50,52
"2023-01-30 12:46:00";50,33
"2023-01-30 12:47:00";50,33
"2023-01-30 12:48:00";51,66
"2023-01-30 12:49:00";57,62
"2023-01-30 12:50:00";55,55
"2023-01-30 12:51:00";48,34
"2023-01-30 12:52:00";48,47
"2023-01-30 12:53:00";55,59
"2023-01-30 12:54:00";56,5
