"DateTime";"Aanvoertemperatuur [Warmtapwater bwdl Geel] [°C]"
"2023-01-16 01:15:00";33,11
"2023-01-16 01:16:00";33,1
"2023-01-16 01:17:00";33,1
"2023-01-16 01:18:00";33,13
"2023-01-16 01:19:00";33,13
"2023-01-16 01:20:00";33,14
"2023-01-16 01:21:00";33,14
"2023-01-16 01:22:00";33,15
"2023-01-16 01:23:00";33,15
"2023-01-16 01:24:00";33,17
"2023-01-16 01:25:00";33,19
"2023-01-16 01:26:00";33,2
"2023-01-16 01:27:00";33,2
"2023-01-16 01:28:00";33,22
"2023-01-16 01:29:00";33,24
"2023-01-16 01:30:00";33,24
"2023-01-16 01:31:00";33,26
"2023-01-16 01:32:00";33,27
"2023-01-16 01:33:00";33,27
"2023-01-16 01:34:00";33,15
"2023-01-16 01:35:00";33,06
"2023-01-16 01:36:00";32,97
"2023-01-16 01:37:00";32,86
"2023-01-16 01:38:00";32,77
"2023-01-16 01:39:00";32,66
"2023-01-16 01:40:00";32,56
"2023-01-16 01:41:00";32,46
"2023-01-16 01:42:00";32,36
"2023-01-16 01:43:00";32,36
"2023-01-16 01:44:00";32,26
"2023-01-16 01:45:00";32,16
"2023-01-16 01:46:00";32,07
"2023-01-16 01:47:00";32
"2023-01-16 01:48:00";31,93
"2023-01-16 01:49:00";31,93
"2023-01-16 01:50:00";31,88
"2023-01-16 01:51:00";31,84
"2023-01-16 01:52:00";31,76
"2023-01-16 01:53:00";31,76
"2023-01-16 01:54:00";31,73
"2023-01-16 01:55:00";31,67
"2023-01-16 01:56:00";31,65
"2023-01-16 01:57:00";31,65
"2023-01-16 01:58:00";31,62
"2023-01-16 01:59:00";31,59
"2023-01-16 02:00:00";31,58
"2023-01-16 02:01:00";31,58
"2023-01-16 02:02:00";31,55
"2023-01-16 02:03:00";31,52
"2023-01-16 02:04:00";31,5
"2023-01-16 02:05:00";31,46
"2023-01-16 02:06:00";31,46
"2023-01-16 02:07:00";31,43
"2023-01-16 02:08:00";31,41
"2023-01-16 02:09:00";31,41
"2023-01-16 02:10:00";31,38
"2023-01-16 02:11:00";31,36
"2023-01-16 02:12:00";31,32
"2023-01-16 02:13:00";31,32
"2023-01-16 02:14:00";31,29
"2023-01-16 02:15:00";31,27
"2023-01-16 02:16:00";31,27
"2023-01-16 02:17:00";31,25
"2023-01-16 02:18:00";31,25
"2023-01-16 02:19:00";31,21
"2023-01-16 02:20:00";31,17
"2023-01-16 02:21:00";31,14
"2023-01-16 02:22:00";31,11
"2023-01-16 02:23:00";31,08
"2023-01-16 02:24:00";31,06
"2023-01-16 02:25:00";31,06
"2023-01-16 02:26:00";31,04
"2023-01-16 02:27:00";31
"2023-01-16 02:28:00";30,94
"2023-01-16 02:29:00";30,94
"2023-01-16 02:30:00";30,91
"2023-01-16 02:31:00";30,84
"2023-01-16 02:32:00";30,84
"2023-01-16 02:33:00";30,81
"2023-01-16 02:34:00";30,81
"2023-01-16 02:35:00";30,79
"2023-01-16 02:36:00";30,77
"2023-01-16 02:37:00";30,74
"2023-01-16 02:38:00";30,71
"2023-01-16 02:39:00";30,66
"2023-01-16 02:40:00";30,63
"2023-01-16 02:41:00";30,63
"2023-01-16 02:42:00";30,6
"2023-01-16 02:43:00";30,55
"2023-01-16 02:44:00";30,53
"2023-01-16 02:45:00";30,53
"2023-01-16 02:46:00";30,47
"2023-01-16 02:47:00";30,45
"2023-01-16 02:48:00";30,43
"2023-01-16 02:49:00";30,43
"2023-01-16 02:50:00";30,4
"2023-01-16 02:51:00";30,37
"2023-01-16 02:52:00";30,35
"2023-01-16 02:53:00";30,34
"2023-01-16 02:54:00";30,34
"2023-01-16 02:55:00";30,29
"2023-01-16 02:56:00";30,27
"2023-01-16 02:57:00";30,24
"2023-01-16 02:58:00";30,22
"2023-01-16 02:59:00";30,21
"2023-01-16 03:00:00";30,2
"2023-01-16 03:01:00";30,2
"2023-01-16 03:02:00";30,2
"2023-01-16 03:03:00";30,18
"2023-01-16 03:04:00";30,15
"2023-01-16 03:05:00";30,15
"2023-01-16 03:06:00";30,15
"2023-01-16 03:07:00";30,14
"2023-01-16 03:08:00";30,14
"2023-01-16 03:09:00";30,13
"2023-01-16 03:10:00";30,12
"2023-01-16 03:11:00";30,12
"2023-01-16 03:12:00";30,11
"2023-01-16 03:13:00";30,1
"2023-01-16 03:14:00";30,09
"2023-01-16 03:15:00";30,09
"2023-01-16 03:16:00";30,08
"2023-01-16 03:17:00";30,08
"2023-01-16 03:18:00";30,09
"2023-01-16 03:19:00";30,07
"2023-01-16 03:20:00";30,07
"2023-01-16 03:21:00";30,08
"2023-01-16 03:22:00";30,09
"2023-01-16 03:23:00";30,1
"2023-01-16 03:24:00";30,1
"2023-01-16 03:25:00";30,1
"2023-01-16 03:26:00";30,11
"2023-01-16 03:27:00";30,11
"2023-01-16 03:28:00";30,12
"2023-01-16 03:29:00";30,12
"2023-01-16 03:30:00";30,12
"2023-01-16 03:31:00";30,14
"2023-01-16 03:32:00";30,15
"2023-01-16 03:33:00";30,15
"2023-01-16 03:34:00";30,15
"2023-01-16 03:35:00";30,08
"2023-01-16 03:36:00";30,01
"2023-01-16 03:37:00";30,01
"2023-01-16 03:38:00";29,94
"2023-01-16 03:39:00";29,94
"2023-01-16 03:40:00";29,81
"2023-01-16 03:41:00";29,81
"2023-01-16 03:42:00";29,74
"2023-01-16 03:43:00";29,66
"2023-01-16 03:44:00";29,61
"2023-01-16 03:45:00";29,53
"2023-01-16 03:46:00";29,48
"2023-01-16 03:47:00";29,4
"2023-01-16 03:48:00";29,34
"2023-01-16 03:49:00";29,28
"2023-01-16 03:50:00";29,22
"2023-01-16 03:51:00";29,1
"2023-01-16 03:52:00";29,04
"2023-01-16 03:53:00";29,04
"2023-01-16 03:54:00";28,98
"2023-01-16 03:55:00";28,93
"2023-01-16 03:56:00";28,93
"2023-01-16 03:57:00";28,86
"2023-01-16 03:58:00";28,74
"2023-01-16 03:59:00";28,7
"2023-01-16 04:00:00";28,66
"2023-01-16 04:01:00";28,62
"2023-01-16 04:02:00";28,6
"2023-01-16 04:03:00";28,59
"2023-01-16 04:04:00";28,57
"2023-01-16 04:05:00";28,57
"2023-01-16 04:06:00";26,51
"2023-01-16 04:07:00";20,75
"2023-01-16 04:08:00";73,28
"2023-01-16 04:09:00";67,2
"2023-01-16 04:10:00";67,2
"2023-01-16 04:11:00";69,86
"2023-01-16 04:12:00";66,7
"2023-01-16 04:13:00";66,7
"2023-01-16 04:14:00";64,43
"2023-01-16 04:15:00";63,43
"2023-01-16 04:16:00";60,9
"2023-01-16 04:17:00";60,3
"2023-01-16 04:18:00";59,5
"2023-01-16 04:19:00";59,17
"2023-01-16 04:20:00";59,01
"2023-01-16 04:21:00";58,85
"2023-01-16 04:22:00";58,6
"2023-01-16 04:23:00";58,63
"2023-01-16 04:24:00";58,69
"2023-01-16 04:25:00";58,68
"2023-01-16 04:26:00";58,94
"2023-01-16 04:27:00";59,27
"2023-01-16 04:28:00";59,27
"2023-01-16 04:29:00";59,58
"2023-01-16 04:30:00";59,84
"2023-01-16 04:31:00";62,33
"2023-01-16 04:32:00";62,33
"2023-01-16 04:33:00";62,77
"2023-01-16 04:34:00";64,07
"2023-01-16 04:35:00";66,5
"2023-01-16 04:36:00";68,12
"2023-01-16 04:37:00";68,12
"2023-01-16 04:38:00";64,87
"2023-01-16 04:39:00";63,46
"2023-01-16 04:40:00";62,35
"2023-01-16 04:41:00";62,35
"2023-01-16 04:42:00";62,65
"2023-01-16 04:43:00";63,62
"2023-01-16 04:44:00";65,14
"2023-01-16 04:45:00";65,63
"2023-01-16 04:46:00";65,63
"2023-01-16 04:47:00";68,18
"2023-01-16 04:48:00";68,8
"2023-01-16 04:49:00";68,8
"2023-01-16 04:50:00";69,61
"2023-01-16 04:51:00";70,2
"2023-01-16 04:52:00";70,62
"2023-01-16 04:53:00";71
"2023-01-16 04:54:00";71,09
"2023-01-16 04:55:00";71,32
"2023-01-16 04:56:00";71,53
"2023-01-16 04:57:00";71,67
"2023-01-16 04:58:00";71,81
"2023-01-16 04:59:00";71,85
"2023-01-16 05:00:00";71,74
"2023-01-16 05:01:00";71,76
"2023-01-16 05:02:00";72
"2023-01-16 05:03:00";57,58
"2023-01-16 05:04:00";57,58
"2023-01-16 05:05:00";57,03
"2023-01-16 05:06:00";56,76
"2023-01-16 05:07:00";56,37
"2023-01-16 05:08:00";56,28
"2023-01-16 05:09:00";56,18
"2023-01-16 05:10:00";56,07
"2023-01-16 05:11:00";55,79
"2023-01-16 05:12:00";55,69
"2023-01-16 05:13:00";55,69
"2023-01-16 05:14:00";55,33
"2023-01-16 05:15:00";55,33
"2023-01-16 05:16:00";55,33
"2023-01-16 05:17:00";55,18
"2023-01-16 05:18:00";55,04
"2023-01-16 05:19:00";54,89
"2023-01-16 05:20:00";54,58
"2023-01-16 05:21:00";54,44
"2023-01-16 05:22:00";54,44
"2023-01-16 05:23:00";54,27
"2023-01-16 05:24:00";53,96
"2023-01-16 05:25:00";53,96
"2023-01-16 05:26:00";53,81
"2023-01-16 05:27:00";53,65
"2023-01-16 05:28:00";53,5
"2023-01-16 05:29:00";53,34
"2023-01-16 05:30:00";53,17
"2023-01-16 05:31:00";53,01
"2023-01-16 05:32:00";52,86
"2023-01-16 05:33:00";52,86
"2023-01-16 05:34:00";52,68
"2023-01-16 05:35:00";52,52
"2023-01-16 05:36:00";52,36
"2023-01-16 05:37:00";52,19
"2023-01-16 05:38:00";52,03
"2023-01-16 05:39:00";51,69
"2023-01-16 05:40:00";51,69
"2023-01-16 05:41:00";51,52
"2023-01-16 05:42:00";51,35
"2023-01-16 05:43:00";51,18
"2023-01-16 05:44:00";51,03
"2023-01-16 05:45:00";50,85
"2023-01-16 05:46:00";50,68
"2023-01-16 05:47:00";50,36
"2023-01-16 05:48:00";50,36
"2023-01-16 05:49:00";50,36
"2023-01-16 05:50:00";50,19
"2023-01-16 05:51:00";49,88
"2023-01-16 05:52:00";49,88
"2023-01-16 05:53:00";49,72
"2023-01-16 05:54:00";49,55
"2023-01-16 05:55:00";49,39
"2023-01-16 05:56:00";49,24
"2023-01-16 05:57:00";48,92
"2023-01-16 05:58:00";48,92
"2023-01-16 05:59:00";48,77
"2023-01-16 06:00:00";48,45
"2023-01-16 06:01:00";48,45
"2023-01-16 06:02:00";48,3
"2023-01-16 06:03:00";48,15
"2023-01-16 06:04:00";47,99
"2023-01-16 06:05:00";47,84
"2023-01-16 06:06:00";47,84
"2023-01-16 06:07:00";47,69
"2023-01-16 06:08:00";47,54
"2023-01-16 06:09:00";47,39
"2023-01-16 06:10:00";47,24
"2023-01-16 06:11:00";47,09
"2023-01-16 06:12:00";46,93
"2023-01-16 06:13:00";46,79
"2023-01-16 06:14:00";46,64
"2023-01-16 06:15:00";46,5
"2023-01-16 06:16:00";46,35
"2023-01-16 06:17:00";46,2
"2023-01-16 06:18:00";46,06
"2023-01-16 06:19:00";45,92
"2023-01-16 06:20:00";45,78
"2023-01-16 06:21:00";45,64
"2023-01-16 06:22:00";45,64
"2023-01-16 06:23:00";45,49
"2023-01-16 06:24:00";45,36
"2023-01-16 06:25:00";45,21
"2023-01-16 06:26:00";45,08
"2023-01-16 06:27:00";44,81
"2023-01-16 06:28:00";44,81
"2023-01-16 06:29:00";44,66
"2023-01-16 06:30:00";44,53
"2023-01-16 06:31:00";44,39
"2023-01-16 06:32:00";44,26
"2023-01-16 06:33:00";44,11
"2023-01-16 06:34:00";43,98
"2023-01-16 06:35:00";43,85
"2023-01-16 06:36:00";43,58
"2023-01-16 06:37:00";43,58
"2023-01-16 06:38:00";43,58
"2023-01-16 06:39:00";43,44
"2023-01-16 06:40:00";43,31
"2023-01-16 06:41:00";43,18
"2023-01-16 06:42:00";43,05
"2023-01-16 06:43:00";42,93
"2023-01-16 06:44:00";42,8
"2023-01-16 06:45:00";42,66
"2023-01-16 06:46:00";42,53
"2023-01-16 06:47:00";42,41
"2023-01-16 06:48:00";42,27
"2023-01-16 06:49:00";42,15
"2023-01-16 06:50:00";42,02
"2023-01-16 06:51:00";41,89
"2023-01-16 06:52:00";41,77
"2023-01-16 06:53:00";41,65
"2023-01-16 06:54:00";41,53
"2023-01-16 06:55:00";41,53
"2023-01-16 06:56:00";41,41
"2023-01-16 06:57:00";41,29
"2023-01-16 06:58:00";41,16
"2023-01-16 06:59:00";41,04
"2023-01-16 07:00:00";40,92
"2023-01-16 07:01:00";40,81
"2023-01-16 07:02:00";40,69
"2023-01-16 07:03:00";40,56
"2023-01-16 07:04:00";40,44
"2023-01-16 07:05:00";40,33
"2023-01-16 07:06:00";36,74
"2023-01-16 07:07:00";56,01
"2023-01-16 07:08:00";82,72
"2023-01-16 07:09:00";86,3
"2023-01-16 07:10:00";85,79
"2023-01-16 07:11:00";77,82
"2023-01-16 07:12:00";73,22
"2023-01-16 07:13:00";71,92
"2023-01-16 07:14:00";67,07
"2023-01-16 07:15:00";64,48
"2023-01-16 07:16:00";61,53
"2023-01-16 07:17:00";63,85
"2023-01-16 07:18:00";66,32
"2023-01-16 07:19:00";67,86
"2023-01-16 07:20:00";69,63
"2023-01-16 07:21:00";70,71
"2023-01-16 07:22:00";71,64
"2023-01-16 07:23:00";72,03
"2023-01-16 07:24:00";73,03
"2023-01-16 07:25:00";73,31
"2023-01-16 07:26:00";73,38
"2023-01-16 07:27:00";71,55
"2023-01-16 07:28:00";71,57
"2023-01-16 07:29:00";72,35
"2023-01-16 07:30:00";73,18
"2023-01-16 07:31:00";73,7
"2023-01-16 07:32:00";74,04
"2023-01-16 07:33:00";74,31
"2023-01-16 07:34:00";74,14
"2023-01-16 07:35:00";74,32
"2023-01-16 07:36:00";73,97
"2023-01-16 07:37:00";70,56
"2023-01-16 07:38:00";71,09
"2023-01-16 07:39:00";71,74
"2023-01-16 07:40:00";72,45
"2023-01-16 07:41:00";73,14
"2023-01-16 07:42:00";73,71
"2023-01-16 07:43:00";74,3
"2023-01-16 07:44:00";74,09
"2023-01-16 07:45:00";74,46
"2023-01-16 07:46:00";74,47
"2023-01-16 07:47:00";74,57
"2023-01-16 07:48:00";74,73
"2023-01-16 07:49:00";74,88
"2023-01-16 07:50:00";74,76
"2023-01-16 07:51:00";75,04
"2023-01-16 07:52:00";75,29
"2023-01-16 07:53:00";75,41
"2023-01-16 07:54:00";75,66
"2023-01-16 07:55:00";75,72
"2023-01-16 07:56:00";75,79
"2023-01-16 07:57:00";75,9
"2023-01-16 07:58:00";76,06
"2023-01-16 07:59:00";73,26
"2023-01-16 08:00:00";70,45
"2023-01-16 08:01:00";70,83
"2023-01-16 08:02:00";72,26
"2023-01-16 08:03:00";73,3
"2023-01-16 08:04:00";71,21
"2023-01-16 08:05:00";72,79
"2023-01-16 08:06:00";74,09
"2023-01-16 08:07:00";74,83
"2023-01-16 08:08:00";75,14
"2023-01-16 08:09:00";75,25
"2023-01-16 08:10:00";75,24
"2023-01-16 08:11:00";75,47
"2023-01-16 08:12:00";75,47
"2023-01-16 08:13:00";75,74
"2023-01-16 08:14:00";75,93
"2023-01-16 08:15:00";75,96
"2023-01-16 08:16:00";76,06
"2023-01-16 08:17:00";76,15
"2023-01-16 08:18:00";76,19
"2023-01-16 08:19:00";75,74
"2023-01-16 08:20:00";75,02
"2023-01-16 08:21:00";75,02
"2023-01-16 08:22:00";75,23
"2023-01-16 08:23:00";74,78
"2023-01-16 08:24:00";75,2
"2023-01-16 08:25:00";75,57
"2023-01-16 08:26:00";75,87
"2023-01-16 08:27:00";76,18
"2023-01-16 08:28:00";73,81
"2023-01-16 08:29:00";67,53
"2023-01-16 08:30:00";62,67
"2023-01-16 08:31:00";64,82
"2023-01-16 08:32:00";66,65
"2023-01-16 08:33:00";69,11
"2023-01-16 08:34:00";70,54
"2023-01-16 08:35:00";71,66
"2023-01-16 08:36:00";73,25
"2023-01-16 08:37:00";74,49
"2023-01-16 08:38:00";74,42
"2023-01-16 08:39:00";71,3
"2023-01-16 08:40:00";72,81
"2023-01-16 08:41:00";69,3
"2023-01-16 08:42:00";71,65
"2023-01-16 08:43:00";72,85
"2023-01-16 08:44:00";74,69
"2023-01-16 08:45:00";58,64
"2023-01-16 08:46:00";59,72
"2023-01-16 08:47:00";59,96
"2023-01-16 08:48:00";59,96
"2023-01-16 08:49:00";58,11
"2023-01-16 08:50:00";58,02
"2023-01-16 08:51:00";58,02
"2023-01-16 08:52:00";57,66
"2023-01-16 08:53:00";57,56
"2023-01-16 08:54:00";57,33
"2023-01-16 08:55:00";57,18
"2023-01-16 08:56:00";57,02
"2023-01-16 08:57:00";57,02
"2023-01-16 08:58:00";56,56
"2023-01-16 08:59:00";56,35
"2023-01-16 09:00:00";56,15
"2023-01-16 09:01:00";55,92
"2023-01-16 09:02:00";55,72
"2023-01-16 09:03:00";55,51
"2023-01-16 09:04:00";55,28
"2023-01-16 09:05:00";55,06
"2023-01-16 09:06:00";54,83
"2023-01-16 09:07:00";54,58
"2023-01-16 09:08:00";54,32
"2023-01-16 09:09:00";54,07
"2023-01-16 09:10:00";53,78
"2023-01-16 09:11:00";53,5
"2023-01-16 09:12:00";53,21
"2023-01-16 09:13:00";52,94
"2023-01-16 09:14:00";52,62
"2023-01-16 09:15:00";52,34
"2023-01-16 09:16:00";52,05
"2023-01-16 09:17:00";51,76
"2023-01-16 09:18:00";51,46
"2023-01-16 09:19:00";51,18
"2023-01-16 09:20:00";50,87
"2023-01-16 09:21:00";50,57
"2023-01-16 09:22:00";50,31
"2023-01-16 09:23:00";50
"2023-01-16 09:24:00";50
"2023-01-16 09:25:00";49,46
"2023-01-16 09:26:00";47,21
"2023-01-16 09:27:00";47,21
"2023-01-16 09:28:00";52,41
"2023-01-16 09:29:00";83,49
"2023-01-16 09:30:00";75,96
"2023-01-16 09:31:00";72,36
"2023-01-16 09:32:00";70,91
"2023-01-16 09:33:00";70,91
"2023-01-16 09:34:00";60,55
"2023-01-16 09:35:00";59,03
"2023-01-16 09:36:00";59,03
"2023-01-16 09:37:00";60,88
"2023-01-16 09:38:00";61,18
"2023-01-16 09:39:00";61,09
"2023-01-16 09:40:00";60,92
"2023-01-16 09:41:00";60,73
"2023-01-16 09:42:00";60,56
"2023-01-16 09:43:00";60,44
"2023-01-16 09:44:00";60,19
"2023-01-16 09:45:00";59,98
"2023-01-16 09:46:00";59,8
"2023-01-16 09:47:00";59,58
"2023-01-16 09:48:00";59,39
"2023-01-16 09:49:00";59,14
"2023-01-16 09:50:00";58,94
"2023-01-16 09:51:00";58,71
"2023-01-16 09:52:00";58,5
"2023-01-16 09:53:00";58,25
"2023-01-16 09:54:00";58,03
"2023-01-16 09:55:00";57,74
"2023-01-16 09:56:00";57,44
"2023-01-16 09:57:00";57,17
"2023-01-16 09:58:00";56,85
"2023-01-16 09:59:00";56,56
"2023-01-16 10:00:00";56,56
"2023-01-16 10:01:00";56,24
"2023-01-16 10:02:00";55,59
"2023-01-16 10:03:00";55,59
"2023-01-16 10:04:00";55,29
"2023-01-16 10:05:00";54,63
"2023-01-16 10:06:00";54,31
"2023-01-16 10:07:00";53,98
"2023-01-16 10:08:00";53,67
"2023-01-16 10:09:00";53,67
"2023-01-16 10:10:00";53,02
"2023-01-16 10:11:00";52,71
"2023-01-16 10:12:00";52,71
"2023-01-16 10:13:00";58,37
"2023-01-16 10:14:00";86,76
"2023-01-16 10:15:00";83,28
"2023-01-16 10:16:00";75,52
"2023-01-16 10:17:00";71,9
"2023-01-16 10:18:00";55,47
"2023-01-16 10:19:00";56,87
"2023-01-16 10:20:00";57,12
"2023-01-16 10:21:00";58,57
"2023-01-16 10:22:00";58,78
"2023-01-16 10:23:00";58,66
"2023-01-16 10:24:00";58,53
"2023-01-16 10:25:00";58,41
"2023-01-16 10:26:00";58,25
"2023-01-16 10:27:00";58,05
"2023-01-16 10:28:00";57,93
"2023-01-16 10:29:00";57,8
"2023-01-16 10:30:00";57,64
"2023-01-16 10:31:00";57,32
"2023-01-16 10:32:00";57,14
"2023-01-16 10:33:00";56,93
"2023-01-16 10:34:00";56,93
"2023-01-16 10:35:00";56,73
"2023-01-16 10:36:00";56,33
"2023-01-16 10:37:00";56,14
"2023-01-16 10:38:00";55,93
"2023-01-16 10:39:00";55,93
"2023-01-16 10:40:00";55,72
"2023-01-16 10:41:00";53,66
"2023-01-16 10:42:00";53,66
"2023-01-16 10:43:00";66,96
"2023-01-16 10:44:00";85,86
"2023-01-16 10:45:00";71,58
"2023-01-16 10:46:00";68,6
"2023-01-16 10:47:00";69,2
"2023-01-16 10:48:00";66,14
"2023-01-16 10:49:00";48,59
"2023-01-16 10:50:00";50,8
"2023-01-16 10:51:00";50,8
"2023-01-16 10:52:00";52,5
"2023-01-16 10:53:00";55,62
"2023-01-16 10:54:00";55,55
"2023-01-16 10:55:00";55,4
"2023-01-16 10:56:00";55,29
"2023-01-16 10:57:00";55,14
"2023-01-16 10:58:00";54,97
"2023-01-16 10:59:00";54,85
"2023-01-16 11:00:00";54,72
"2023-01-16 11:01:00";54,57
"2023-01-16 11:02:00";54,4
"2023-01-16 11:03:00";54,23
"2023-01-16 11:04:00";54,05
"2023-01-16 11:05:00";54,05
"2023-01-16 11:06:00";53,83
"2023-01-16 11:07:00";53,65
"2023-01-16 11:08:00";66,36
"2023-01-16 11:09:00";83,38
"2023-01-16 11:10:00";74,85
"2023-01-16 11:11:00";68,81
"2023-01-16 11:12:00";69,52
"2023-01-16 11:13:00";68,66
"2023-01-16 11:14:00";68,66
"2023-01-16 11:15:00";70,06
"2023-01-16 11:16:00";71,89
"2023-01-16 11:17:00";74,1
"2023-01-16 11:18:00";74,62
"2023-01-16 11:19:00";75,05
"2023-01-16 11:20:00";75,35
"2023-01-16 11:21:00";75,89
"2023-01-16 11:22:00";75,96
"2023-01-16 11:23:00";75,96
"2023-01-16 11:24:00";76,15
"2023-01-16 11:25:00";73,67
"2023-01-16 11:26:00";74,5
"2023-01-16 11:27:00";75,12
"2023-01-16 11:28:00";75,29
"2023-01-16 11:29:00";74,93
"2023-01-16 11:30:00";72,23
"2023-01-16 11:31:00";73,84
"2023-01-16 11:32:00";73,84
"2023-01-16 11:33:00";74,24
"2023-01-16 11:34:00";73,56
"2023-01-16 11:35:00";74,71
"2023-01-16 11:36:00";74,87
"2023-01-16 11:37:00";75,07
"2023-01-16 11:38:00";75,15
"2023-01-16 11:39:00";75,31
"2023-01-16 11:40:00";75,28
"2023-01-16 11:41:00";75,28
"2023-01-16 11:42:00";75,21
"2023-01-16 11:43:00";75,27
"2023-01-16 11:44:00";75,32
"2023-01-16 11:45:00";75,28
"2023-01-16 11:46:00";75,38
"2023-01-16 11:47:00";75,36
"2023-01-16 11:48:00";75,36
"2023-01-16 11:49:00";75,36
"2023-01-16 11:50:00";75,34
"2023-01-16 11:51:00";75,25
"2023-01-16 11:52:00";73,4
"2023-01-16 11:53:00";74,48
"2023-01-16 11:54:00";74,46
"2023-01-16 11:55:00";75,13
"2023-01-16 11:56:00";75,25
"2023-01-16 11:57:00";75,4
"2023-01-16 11:58:00";74,98
"2023-01-16 11:59:00";74,98
"2023-01-16 12:00:00";74,96
"2023-01-16 12:01:00";74,98
"2023-01-16 12:02:00";75,32
"2023-01-16 12:03:00";75,26
"2023-01-16 12:04:00";75,27
"2023-01-16 12:05:00";75,28
"2023-01-16 12:06:00";75,28
"2023-01-16 12:07:00";75,26
"2023-01-16 12:08:00";75,26
"2023-01-16 12:09:00";75,29
"2023-01-16 12:10:00";75,28
"2023-01-16 12:11:00";75,26
"2023-01-16 12:12:00";75,29
"2023-01-16 12:13:00";75,3
"2023-01-16 12:14:00";75,27
"2023-01-16 12:15:00";73,13
"2023-01-16 12:16:00";73,13
"2023-01-16 12:17:00";72,05
"2023-01-16 12:18:00";73,92
"2023-01-16 12:19:00";74,27
"2023-01-16 12:20:00";74,58
"2023-01-16 12:21:00";74,57
"2023-01-16 12:22:00";74,61
"2023-01-16 12:23:00";73,67
"2023-01-16 12:24:00";74,21
"2023-01-16 12:25:00";74,21
"2023-01-16 12:26:00";73,92
"2023-01-16 12:27:00";71,2
"2023-01-16 12:28:00";73,03
"2023-01-16 12:29:00";73,68
"2023-01-16 12:30:00";75,28
"2023-01-16 12:31:00";76,47
"2023-01-16 12:32:00";76,62
"2023-01-16 12:33:00";61,18
"2023-01-16 12:34:00";61,18
"2023-01-16 12:35:00";61,95
"2023-01-16 12:36:00";62,06
"2023-01-16 12:37:00";59,6
"2023-01-16 12:38:00";59,35
"2023-01-16 12:39:00";59,03
"2023-01-16 12:40:00";58,82
"2023-01-16 12:41:00";58,58
"2023-01-16 12:42:00";58,49
"2023-01-16 12:43:00";58,49
"2023-01-16 12:44:00";58,24
"2023-01-16 12:45:00";58,09
"2023-01-16 12:46:00";57,94
"2023-01-16 12:47:00";57,94
"2023-01-16 12:48:00";57,63
"2023-01-16 12:49:00";57,45
"2023-01-16 12:50:00";57,29
"2023-01-16 12:51:00";57,14
"2023-01-16 12:52:00";57,14
