"DateTime";"Boilertemperatuur Laag [Warmtapwater bwdl Geel] [°C]"
"2023-04-18 22:00:00";25,97
"2023-04-18 22:01:00";25,87
"2023-04-18 22:02:00";25,77
"2023-04-18 22:03:00";25,97
"2023-04-18 22:04:00";25,77
"2023-04-18 22:05:00";25,97
"2023-04-18 22:06:00";25,97
"2023-04-18 22:07:00";26,18
"2023-04-18 22:08:00";25,97
"2023-04-18 22:09:00";25,97
"2023-04-18 22:10:00";26,08
"2023-04-18 22:11:00";26,08
"2023-04-18 22:12:00";25,97
"2023-04-18 22:13:00";26,08
"2023-04-18 22:14:00";25,97
"2023-04-18 22:15:00";26,08
"2023-04-18 22:16:00";26,08
"2023-04-18 22:17:00";26,08
"2023-04-18 22:18:00";26,18
"2023-04-18 22:19:00";26,18
"2023-04-18 22:20:00";26,18
"2023-04-18 22:21:00";26,28
"2023-04-18 22:22:00";26,18
"2023-04-18 22:23:00";26,18
"2023-04-18 22:24:00";26,18
"2023-04-18 22:25:00";26,18
"2023-04-18 22:26:00";26,08
"2023-04-18 22:27:00";26,38
"2023-04-18 22:28:00";26,38
"2023-04-18 22:29:00";26,18
"2023-04-18 22:30:00";26,28
"2023-04-18 22:31:00";26,28
"2023-04-18 22:32:00";26,28
"2023-04-18 22:33:00";26,28
"2023-04-18 22:34:00";26,28
"2023-04-18 22:35:00";26,28
"2023-04-18 22:36:00";26,38
"2023-04-18 22:37:00";26,28
"2023-04-18 22:38:00";26,38
"2023-04-18 22:39:00";26,28
"2023-04-18 22:40:00";26,28
"2023-04-18 22:41:00";26,38
"2023-04-18 22:42:00";26,38
"2023-04-18 22:43:00";26,38
"2023-04-18 22:44:00";26,38
"2023-04-18 22:45:00";26,38
"2023-04-18 22:46:00";26,48
"2023-04-18 22:47:00";26,38
"2023-04-18 22:48:00";26,38
"2023-04-18 22:49:00";26,38
"2023-04-18 22:50:00";26,38
"2023-04-18 22:51:00";26,38
"2023-04-18 22:52:00";26,59
"2023-04-18 22:53:00";26,48
"2023-04-18 22:54:00";26,48
"2023-04-18 22:55:00";26,48
"2023-04-18 22:56:00";26,48
"2023-04-18 22:57:00";26,38
"2023-04-18 22:58:00";26,38
"2023-04-18 22:59:00";26,38
"2023-04-18 23:00:00";26,48
"2023-04-18 23:01:00";26,59
"2023-04-18 23:02:00";26,69
"2023-04-18 23:03:00";26,48
"2023-04-18 23:04:00";26,69
"2023-04-18 23:05:00";26,48
"2023-04-18 23:06:00";26,48
"2023-04-18 23:07:00";26,79
"2023-04-18 23:08:00";26,59
"2023-04-18 23:09:00";26,79
"2023-04-18 23:10:00";26,59
"2023-04-18 23:11:00";26,59
"2023-04-18 23:12:00";26,48
"2023-04-18 23:13:00";26,59
"2023-04-18 23:14:00";26,79
"2023-04-18 23:15:00";26,48
"2023-04-18 23:16:00";26,59
"2023-04-18 23:17:00";26,69
"2023-04-18 23:18:00";26,69
"2023-04-18 23:19:00";26,48
"2023-04-18 23:20:00";26,69
"2023-04-18 23:21:00";26,59
"2023-04-18 23:22:00";26,79
"2023-04-18 23:23:00";26,59
"2023-04-18 23:24:00";26,69
"2023-04-18 23:25:00";26,69
"2023-04-18 23:26:00";26,89
"2023-04-18 23:27:00";26,59
"2023-04-18 23:28:00";26,79
"2023-04-18 23:29:00";26,89
"2023-04-18 23:30:00";26,89
"2023-04-18 23:31:00";26,79
"2023-04-18 23:32:00";26,79
"2023-04-18 23:33:00";26,79
"2023-04-18 23:34:00";26,79
"2023-04-18 23:35:00";26,69
"2023-04-18 23:36:00";26,89
"2023-04-18 23:37:00";26,89
"2023-04-18 23:38:00";26,79
"2023-04-18 23:39:00";26,89
"2023-04-18 23:40:00";26,89
"2023-04-18 23:41:00";26,79
"2023-04-18 23:42:00";26,79
"2023-04-18 23:43:00";26,79
"2023-04-18 23:44:00";26,89
"2023-04-18 23:45:00";26,69
"2023-04-18 23:46:00";26,89
"2023-04-18 23:47:00";26,89
"2023-04-18 23:48:00";26,89
"2023-04-18 23:49:00";26,79
"2023-04-18 23:50:00";26,79
"2023-04-18 23:51:00";26,89
"2023-04-18 23:52:00";26,89
"2023-04-18 23:53:00";27,1
"2023-04-18 23:54:00";27,1
"2023-04-18 23:55:00";26,99
"2023-04-18 23:56:00";26,89
"2023-04-18 23:57:00";27,2
"2023-04-18 23:58:00";26,79
"2023-04-18 23:59:00";26,99
